,0
10,"['działalności', 'ars', 'dział', 'materiały', 'jednostki', 'kraj', 'owe', 'zrzeszenia', 'iwa', 'raj', 'nat', 'materia', 'walne', 'atu', 'owej', 'tycz', 'tut', 'noś', 'materiał', 'rzesze', 'aty', 'archiwa', 'archiwalna', 'archiwalnej', 'skrajne', 'teczki', 'archiwum', 'ość', 'rod', 'rodowej', 'natur', 'ości', 'zen', 'kra', 'mat', 'tura', 'do', 'ter']"
11,"['pracy', 'dnia', 'osób', 'członków', 'księży', 'temat', 'czym', 'par', 'kandydatów', 'zespołów', 'dni', 'dział', 'pro', 'spec', 'kie', 'wania', 'owi', 'system', 'kan', 'owa', 'cze', 'prac', 'organizowania', 'ana', 'uzy', 'tematy', 'tematów', 'organizowanie', 'ród', 'iwa', 'don', 'zad', 'len', 'otoczenia', 'nat', 'kurs', 'nań', 'wychowawczym', 'tycznych', 'gad', 'zło', 'comiesięcznych', 'organ', 'tere', 'dat', 'opar', 'wychowawczy', 'tyczny', 'człon', 'tycz', 'systematycznych', 'prelekcjach', 'właściwa', 'wyborze', 'specyfikę', 'teremie', 'miko', 'prelekcji', 'miejscowych', 'wygłaszania', 'liczebności', 'kursów', 'eden', 'poi', 'noś', 'aty', 'orze', 'śle', 'den', 'ości', 'ołów', 'zen', 'kandydat', 'rem', 'mat', 'bor', 'aga', 'do', 'ter']"
12,"['pracy', 'partii', 'życia', 'ruchu', 'członków', 'rozwój', 'problem', 'cen', 'wzrost', 'polityczne', 'trudności', 'płac', 'wzrostu', 'lat', 'innymi', 'ruch', 'władz', 'par', 'nowego', 'gospodarczego', 'zadaniem', 'patriotyzm', 'potrzeb', 'członkowie', 'zadanie', 'świadomości', 'społeczną', 'twa', 'dni', 'państw', 'narodowej', 'rząd', 'aktywność', 'pań', 'gospodarcze', 'niektóre', 'krajach', 'zagadnienia', 'czego', 'pro', 'gospodarki', 'umysłowego', 'nowe', 'tez', 'trud', 'wiadomości', 'polityczna', 'zarząd', 'tyczne', 'aktyw', 'nacisk', 'tymi', 'kie', 'zasadę', 'wania', 'owi', 'kraj', 'narodową', 'akt', 'owa', 'cze', 'owe', 'praw', 'trze', 'prac', 'zasad', 'ark', 'możliwość', 'asa', 'konsumpcji', 'płacy', 'zagadnie', 'wielki', 'trudna', 'aja', 'listy', 'dar', 'narodowe', 'wad', 'inte', 'arki', 'prawa', 'innym', 'sad', 'raj', 'zad', 'len', 'realnej', 'chu', 'owo', 'rea', 'utrwalenia', 'dobrą', 'szych', 'międzynarodową', 'wyj', 'ali', 'win', 'tycznych', 'gospodarką', 'wydajności', 'gad', 'jedną', 'zło', 'ciągły', 'rwa', 'tyczną', 'układ', 'ero', 'oda', 'mem', 'okr', 'ceni', 'ozy', 'owej', 'dyna', 'tyczny', 'ideo', 'człon', 'tycz', 'alo', 'liz', 'pat', 'ego', 'ret', 'konsum', 'elo', 'logu', 'rozumny', 'trzeźwy', 'odcinki', 'recesji', 'świadomością', 'kierowania', 'zwiększonej', 'misi', 'potrzebie', 'rozumieli', 'układu', 'kontrolne', 'pozornym', 'ideowość', 'skomplikowanych', 'pozy', 'noś', 'gry', 'real', 'ros', 'potraf', 'ocen', 'rolne', 'go', 'ski', 'raf', 'tnie', 'rol', 'mością', 'twe', 'akty', 'sra', 'list', 'ość', 'lud', 'log', 'realne', 'styczny', 'rod', 'rodowej', 'patrioty', 'liw', 'ości', 'mac', 'zen', 'pot', 'kom', 'owego', 'kra', 'trio', 'pańs', 'tal', 'aga', 'do', 'nar', 'lis', 'ces', 'ter', 'dna', 'dan', 'wuj']"
13,"['spraw', 'członków', 'sytuacji', 'sprawy', 'politycznej', 'państwo', 'polityczne', 'trudności', 'widzenia', 'życie', 'zadań', 'punktu', 'organizacji', 'szereg', 'aktywności', 'strony', 'stan', 'postawy', 'władzy', 'sprawę', 'zadania', 'ostatnich', 'władz', 'którą', 'rodzaju', 'kandydatów', 'myśl', 'twa', 'państw', 'charakter', 'pań', 'postaw', 'treści', 'dialog', 'proces', 'władzą', 'pro', 'stopniu', 'historyczne', 'trud', 'wnioski', 'woje', 'kadr', 'realizację', 'kadry', 'punkt', 'jednej', 'drugiej', 'patriotycznej', 'tyczne', 'aktyw', 'oczekiwanie', 'war', 'kie', 'wania', 'owi', 'patriotyczne', 'natury', 'akt', 'kan', 'owa', 'cze', 'owe', 'praw', 'podstawowy', 'wprowadzenie', 'dań', 'wychowawczej', 'miejscu', 'stwierdzenie', 'pierwsze', 'rów', 'pełni', 'przyszłości', 'stara', 'tan', 'dziedzin', 'pie', 'cechą', 'wewnętrzne', 'większym', 'ucz', 'procesach', 'dziedzinach', 'dyskusję', 'prowadzenie', 'dar', 'wad', 'czyn', 'tory', 'tycznej', 'iwa', 'cech', 'mych', 'punk', 'łoś', 'zad', 'owo', 'rea', 'nat', 'lam', 'esa', 'stron', 'ali', 'win', 'ara', 'każ', 'ogr', 'posta', 'zło', 'nek', 'stawy', 'szeregów', 'tycznego', 'kierunek', 'rozwojowych', 'oczekiwania', 'ogromne', 'przyszłościowe', 'rodzaj', 'towarzysze', 'tyczną', 'organ', 'ero', 'swoi', 'kiwania', 'jem', 'oda', 'wini', 'okr', 'atu', 'dat', 'wiście', 'owej', 'twierdzenie', 'ideo', 'człon', 'tycz', 'alo', 'cha', 'liz', 'gro', 'pat', 'ego', 'elo', 'dysku', 'logu', 'wyra', 'lez', 'bud', 'gie', 'dziedzina', 'aka', 'noś', 'real', 'ros', 'twór', 'liwy', 'aty', 'go', 'ski', 'dania', 'prost', 'wow', 'moc', 'twe', 'akty', 'ość', 'log', 'możliwy', 'chara', 'rozwojowy', 'rod', 'patrioty', 'natur', 'liw', 'ości', 'dostępnych', 'refleksję', 'podwójny', 'sten', 'swoista', 'pomyślne', 'leza', 'uczestniczeniu', 'rozwinięcia', 'dialektyka', 'spełnienie', 'prostym', 'wnioskiem', 'twórcze', 'wychowawcze', 'zen', 'zek', 'kom', 'kandydat', 'litycznej', 'towar', 'występu', 'rać', 'tóż', 'trio', 'run', 'staw', 'pańs', 'drugi', 'post', 'noc', 'zin', 'twierdz', 'do', 'ces', 'ter', 'dan', 'ery']"
14,"['kraju', 'partii', 'dnia', 'sytuacji', 'problem', 'państwo', 'wzrost', 'polityczne', 'związku', 'trudności', 'politycznych', 'wzrostu', 'partia', 'czym', 'szereg', 'lat', 'problemów', 'politycznego', 'zadania', 'władz', 'par', 'potrzeb', 'twa', 'dni', 'państw', 'charakter', 'rząd', 'pań', 'władzą', 'pro', 'polityczny', 'kich', 'model', 'trud', 'inicjatyw', 'gospodarczy', 'polityczną', 'ora', 'założenia', 'tyczne', 'kie', 'wania', 'którymi', 'kraj', 'akt', 'owa', 'cze', 'owe', 'gospodarczym', 'praw', 'wystąpienia', 'trze', 'inicjatywa', 'rów', 'granicą', 'pie', 'cechą', 'ucz', 'praktycznym', 'funkcje', 'konsekwencji', 'dar', 'inte', 'obecnego', 'winni', 'linia', 'jakich', 'cech', 'wystąpieniach', 'ówczesnego', 'wii', 'don', 'raj', 'zad', 'gra', 'len', 'inni', 'lin', 'owo', 'nić', 'ton', 'przej', 'oro', 'tom', 'ole', 'ali', 'win', 'tycznymi', 'ara', 'tycznych', 'opinie', 'ogr', 'koń', 'wał', 'aloe', 'tycznego', 'stępowania', 'laty', 'tyczną', 'ero', 'jem', 'oda', 'tere', 'ryty', 'tycznym', 'praktycznymi', 'tyczny', 'ideo', 'inicjatywami', 'gospodarczymi', 'rządzenie', 'tycz', 'nadmiernym', 'partyjną', 'alo', 'nieścisłe', 'uliczny', 'sprzyjał', 'zań', 'cha', 'obi', 'liz', 'leg', 'ego', 'znacz', 'praktyczny', 'obecne', 'kontrolne', 'tyki', 'noś', 'ros', 'miast', 'rolne', 'aty', 'go', 'nadmierny', 'ideolo', 'dania', 'tnie', 'rol', 'wow', 'moc', 'mością', 'akty', 'log', 'chara', 'rod', 'ości', 'zen', 'pot', 'owego', 'kra', 'tyko', 'rem', 'mat', 'rację', 'ścisłe', 'pańs', 'nom', 'kil', 'ogól', 'rodu', 'post', 'do', 'ter', 'dan', 'ery', 'cal']"
15,"['pracy', 'partii', 'politycznej', 'cen', 'polityczne', 'życiu', 'terenie', 'działania', 'organizacji', 'lat', 'ruch', 'par', 'zagadnienie', 'takiego', 'twa', 'dni', 'propagandy', 'kiego', 'różnego', 'dział', 'pro', 'tez', 'wnioski', 'pogląd', 'duchu', 'wyraz', 'postęp', 'patriotycznej', 'tyczne', 'stylu', 'przykład', 'słuszne', 'rad', 'aktyw', 'kie', 'owi', 'patriotyczne', 'akt', 'winny', 'owa', 'cze', 'trze', 'kim', 'prac', 'pad', 'asa', 'zagadnie', 'tan', 'ren', 'różne', 'pie', 'intencją', 'ucz', 'postępowy', 'dojrzałości', 'inte', 'tycznej', 'poglądy', 'rzetelności', 'sad', 'duch', 'łoś', 'stopień', 'chu', 'inni', 'owo', 'radni', 'zaufanie', 'nat', 'błędne', 'ole', 'ali', 'win', 'ara', 'naturalne', 'niesłuszne', 'era', 'gad', 'tyce', 'zgodny', 'margines', 'organ', 'ero', 'faz', 'tere', 'atu', 'tyczny', 'wroga', 'tycz', 'aktywne', 'nutą', 'alo', 'monologowa', 'łał', 'złym', 'skłonnościom', 'powrotu', 'zebr', 'naturalnej', 'cha', 'leg', 'pat', 'ego', 'mol', 'wyra', 'czucia', 'noś', 'ocen', 'aty', 'stopie', 'go', 'ski', 'wic', 'tnie', 'soc', 'wow', 'akty', 'zły', 'lud', 'log', 'chara', 'zet', 'patrioty', 'wszy', 'natur', 'liw', 'ości', 'zen', 'zek', 'wił', 'litycznej', 'styl', 'lny', 'ort', 'trio', 'godny', 'teren', 'post', 'aga', 'eta', 'tura', 'do', 'ter']"
16,"['celu', 'miejsce', 'ruch', 'dni', 'niektóre', 'wyk', 'ora', 'tyczne', 'war', 'wania', 'akt', 'kan', 'cel', 'owa', 'cze', 'fin', 'kim', 'szczególne', 'ana', 'szczególnej', 'wyko', 'dar', 'inte', 'tycznej', 'maszyn', 'anty', 'ara', 'byt', 'oko', 'wał', 'lok', 'inteli', 'tycz', 'zwy', 'mas', 'noś', 'may', 'absolutnym', 'nieruchomości', 'nor', 'potraf', 'pobyty', 'jednorazowym', 'liwy', 'inteligentny', 'antykwariacie', 'dokonywania', 'lut', 'ski', 'raf', 'owym', 'ość', 'liw', 'ości', 'pot', 'jednorazowy', 'jale', 'jednocześni', 'noc', 'do', 'nar', 'ter', 'ery']"
17,"['rozwoju', 'kraju', 'spraw', 'osób', 'zarządu', 'katolików', 'problem', 'cen', 'polityczne', 'widzenia', 'kierownictwa', 'nowych', 'latach', 'sprawie', 'lat', 'referat', 'stan', 'program', 'głos', 'politycznego', 'posiedzenia', 'par', 'realizacji', 'programu', 'socjalizm', 'którą', 'sympozjum', 'potrzeb', 'zagadnień', 'sił', 'twa', 'dni', 'linii', 'rząd', 'kiego', 'sferze', 'teorii', 'dział', 'chrześcijan', 'świat', 'pro', 'teza', 'nowe', 'wyk', 'tez', 'uznania', 'pogląd', 'duchu', 'nowy', 'warunkiem', 'zarząd', 'polityczną', 'ora', 'działań', 'wyraz', 'jaką', 'rządu', 'motywacji', 'tyczne', 'referaty', 'kul', 'stronnictwo', 'warunki', 'racji', 'inspiracji', 'problemu', 'rozwiązanie', 'war', 'kie', 'wania', 'owi', 'lata', 'pozycja', 'kato', 'kraj', 'akt', 'wszelkie', 'dorobku', 'owa', 'cze', 'rewolucji', 'same', 'owe', 'praw', 'zasady', 'trze', 'zasad', 'praktyce', 'ark', 'moralności', 'ata', 'asa', 'praktyczne', 'zagadnie', 'tan', 'ana', 'propozycja', 'moralny', 'wynik', 'światopogląd', 'listy', 'potrzebą', 'ula', 'nikt', 'moralne', 'ród', 'moralnej', 'szanse', 'chrześcijanie', 'szans', 'nowa', 'atmosferze', 'marksiści', 'siłę', 'katolik', 'samej', 'kierownic', 'ustrój', 'sad', 'duch', 'wiązania', 'raj', 'gra', 'udo', 'chu', 'lin', 'owo', 'rozwiązania', 'rozwinięty', 'twórca', 'rea', 'norm', 'praktycznego', 'moralnych', 'oro', 'nowi', 'dem', 'stron', 'mej', 'mil', 'ali', 'win', 'granicę', 'era', 'odrębności', 'ogr', 'gad', 'tyce', 'zło', 'tycznego', 'sprawiedliwość', 'tyczną', 'ero', 'wini', 'oralny', 'atu', 'rek', 'rawie', 'ceni', 'ozy', 'owej', 'człon', 'tycz', 'zań', 'liz', 'jań', 'socjalisty', 'ego', 'elo', 'racją', 'wyra', 'światopoglądowy', 'sady', 'pozy', 'dynie', 'noś', 'znani', 'real', 'nor', 'twór', 'zastosowania', 'współtwórcami', 'milionowe', 'rzesze', 'żądaniem', 'partykularnym', 'pluralizmu', 'szczególny', 'posiedzeniach', 'dyrektywny', 'wykładnię', 'funkcjonowania', 'dyrektyw', 'członka', 'następujący', 'prawidłowego', 'ocen', 'wykład', 'stosowania', 'aty', 'go', 'ski', 'soc', 'mor', 'akty', 'milion', 'list', 'stronnictw', 'ość', 'odrę', 'rod', 'osi', 'liw', 'wodu', 'ości', 'zen', 'pot', 'owego', 'oso', 'sil', 'kra', 'lny', 'wolu', 'run', 'jonowa', 'związani', 'post', 'aga', 'do', 'nar', 'ram', 'lis', 'ter', 'kierownictw', 'dan']"
18,"['działalności', 'dnia', 'osób', 'rzecz', 'gospodarczej', 'roli', 'wzrost', 'rok', 'produkcji', 'wartość', 'zadań', 'organizacji', 'kierownictwo', 'czym', 'stan', 'brak', 'wydatków', 'bazy', 'sił', 'twa', 'dni', 'stanu', 'dział', 'gospodarcze', 'porównaniu', 'pro', 'czynników', 'braku', 'trud', 'złotych', 'czynności', 'realizację', 'odpowiedzi', 'gospodarczy', 'nowy', 'ora', 'powyższe', 'postęp', 'nakład', 'poważny', 'statutowych', 'sumy', 'rad', 'kontroli', 'zakłady', 'war', 'kie', 'postępu', 'owi', 'winny', 'samo', 'owa', 'cze', 'owe', 'gospodarczym', 'fin', 'dań', 'czynnik', 'rów', 'waż', 'bazą', 'sami', 'nowym', 'ogółem', 'zwiększania', 'ośrodka', 'zatrudnienia', 'rozrost', 'tan', 'rokiem', 'produkcyjne', 'sprzedaży', 'ośrodkami', 'wynik', 'tendencje', 'ważne', 'dar', 'pełną', 'wad', 'czyn', 'taj', 'sprzedaż', 'wyraźne', 'posiadania', 'cech', 'kierownic', 'zad', 'poważnej', 'len', 'cyfrę', 'liczba', 'chu', 'owo', 'rea', 'siła', 'baz', 'nat', 'stałym', 'sią', 'wiek', 'nowi', 'dem', 'tom', 'ole', 'nakładczej', 'ody', 'ali', 'win', 'wolnych', 'jakiejkolwiek', 'ogół', 'ważny', 'pon', 'wał', 'większa', 'ministra', 'zło', 'ple', 'stały', 'powyższego', 'organ', 'ero', 'administracyjny', 'zakład', 'oda', 'admini', 'atu', 'dat', 'środkami', 'liz', 'ważnej', 'leg', 'ego', 'kami', 'tut', 'wyra', 'spon', 'noś', 'real', 'ros', 'czas', 'go', 'respektowanie', 'nadzoru', 'powołanych', 'organów', 'samowolnych', 'han', 'dochody', 'przepisami', 'stałymi', 'wczasowymi', 'sezonowymi', 'noclegową', 'zapleczem', 'produkcyjną', 'rozrostowe', 'nadmierny', 'sprzeczności', 'racz', 'dania', 'owym', 'rol', 'rus', 'ość', 'przecz', 'den', 'rod', 'osi', 'zaplecze', 'ości', 'administracyj', 'zek', 'porów', 'cyfr', 'wolny', 'kra', 'lny', 'pona', 'jakiej', 'rodu', 'post', 'noc', 'środka', 'wyż', 'do', 'równa', 'poważne', 'atut', 'kierownictw', 'dan']"
19,"['działalności', 'działalność', 'partii', 'dnia', 'stosunku', 'zarządu', 'dniu', 'oddziałów', 'wartości', 'roli', 'socjalizmu', 'naszej', 'referat', 'postawy', 'głos', 'posiedzenia', 'par', 'sekretariatu', 'socjalizm', 'zaangażowanie', 'ars', 'referatu', 'sił', 'dni', 'rząd', 'kiego', 'postaw', 'dział', 'pro', 'ala', 'organizacyjne', 'takiej', 'organizacyjnej', 'zarząd', 'sekretariat', 'rządu', 'rad', 'war', 'kie', 'owi', 'akt', 'narada', 'owa', 'cze', 'narad', 'oka', 'rów', 'podstawą', 'czerwca', 'tekst', 'listy', 'wad', 'taj', 'siłą', 'kierownic', 'gra', 'równi', 'oddział', 'ali', 'ara', 'stwierdzenia', 'era', 'socjalistyczną', 'posta', 'zło', 'stawy', 'kierowniczej', 'towarzysze', 'tyczną', 'nara', 'organ', 'ero', 'partyjni', 'atu', 'stosu', 'sekreta', 'bezpartyjni', 'potrójne', 'wewnętrzną', 'naradę', 'żad', 'twierdzenie', 'praktyczną', 'człon', 'radę', 'tycz', 'obi', 'liz', 'socjalisty', 'ego', 'znacz', 'ret', 'sim', 'noś', 'czas', 'go', 'rol', 'soc', 'akty', 'list', 'ość', 'stawą', 'osi', 'ości', 'zen', 'pot', 'towar', 'rada', 'staw', 'teks', 'post', 'eta', 'twierdz', 'do', 'nar', 'lis', 'organizacyj']"
20,[]
21,"['pracy', 'rozwoju', 'kraju', 'polski', 'wzrost', 'polityczne', 'kultury', 'rok', 'pozycji', 'kierownictwo', 'historii', 'aktywności', 'części', 'świecie', 'zaangażowania', 'gospodarczego', 'patriotyzm', 'chwili', 'polskiej', 'postawa', 'własnych', 'zagadnienie', 'twa', 'dni', 'państw', 'narodowej', 'wielkie', 'kiego', 'aktywność', 'pań', 'postaw', 'gospodarcze', 'polskie', 'chrześcijan', 'czego', 'pro', 'całej', 'dalszego', 'polsko', 'spec', 'naród', 'gospodarczy', 'warunkiem', 'jaka', 'ora', 'takim', 'obowiązku', 'tożsamości', 'tyczne', 'kul', 'aktyw', 'warunki', 'socjalistyczne', 'nacisk', 'angażowania', 'szersze', 'war', 'kie', 'wania', 'owi', 'patriotyczne', 'kraj', 'akt', 'zjawisk', 'chrześcijanin', 'samo', 'toż', 'owa', 'cze', 'rewolucji', 'owe', 'trze', 'kim', 'zasadni', 'prac', 'zasad', 'kultu', 'wielkiego', 'asa', 'zachowania', 'szerokie', 'kryteria', 'zagadnie', 'wielki', 'dalsze', 'produkcyjne', 'pie', 'listy', 'własny', 'plac', 'pojęcia', 'wymogi', 'świec', 'ród', 'uzasadniona', 'dar', 'narodowe', 'taj', 'przyspieszonego', 'zasada', 'technicznej', 'kierownic', 'sad', 'przedsiębiorstw', 'raj', 'owo', 'rea', 'reakcjami', 'dal', 'słuszna', 'akcja', 'mil', 'ali', 'produkcyjnego', 'obecności', 'tycznych', 'era', 'gad', 'sny', 'wał', 'posta', 'tycznego', 'rwa', 'zapewnienie', 'ero', 'całe', 'oda', 'wiście', 'ozy', 'owej', 'tyczny', 'tycz', 'liz', 'pat', 'jań', 'socjalisty', 'ego', 'chrześcijanina', 'wzmacniania', 'racją', 'defensywna', 'polskości', 'uza', 'wyra', 'wspólnocie', 'barw', 'step', 'pozy', 'socjalny', 'skłonne', 'załogę', 'oryginalnych', 'uzasadnieniu', 'powtarzaliśmy', 'mieniu', 'aka', 'noś', 'ros', 'go', 'ski', 'soc', 'akty', 'list', 'ość', 'socjalistyczny', 'styczny', 'rod', 'rodowej', 'patrioty', 'wszy', 'ości', 'wiliśmy', 'mac', 'kra', 'lny', 'techniczne', 'kry', 'trio', 'wolu', 'run', 'staw', 'styczne', 'pańs', 'trakt', 'trak', 'kultur', 'rodu', 'post', 'noc', 'aga', 'kult', 'do', 'nar', 'lis', 'ter', 'koś', 'kierownictw', 'dna', 'wuj', 'rej']"
22,"['człowieka', 'człowiek', 'rzecz', 'lat', 'rzeczy', 'ludzkiej', 'kiego', 'rzeczywistości', 'dobra', 'przekonanie', 'rzeczywistość', 'dział', 'chrześcijan', 'grzechu', 'tworzenia', 'drugiej', 'wolności', 'kie', 'aspekcie', 'owi', 'stworzenia', 'chrześcijanin', 'cze', 'dobre', 'praw', 'zasad', 'asa', 'ana', 'stała', 'przekazu', 'kontekście', 'pie', 'tworzenie', 'ucz', 'grzech', 'wolą', 'objawieniu', 'dobro', 'czyn', 'stworzenie', 'kor', 'prawdę', 'skutek', 'sad', 'chu', 'ludzki', 'dobroć', 'łaski', 'stworzeniem', 'związany', 'oro', 'wiek', 'naw', 'wieka', 'zło', 'raca', 'przekonani', 'twierdzenie', 'ego', 'gie', 'noś', 'twór', 'go', 'ski', 'tnie', 'biblijne', 'dobroci', 'wszystkiego', 'wierze', 'pierwotna', 'łaska', 'moc', 'odnawiania', 'wolnością', 'mością', 'wolną', 'sposobem', 'logicznym', 'zachwiana', 'odkupienie', 'pierworodnego', 'potwierdzenie', 'biblij', 'wierz', 'orze', 'ość', 'lud', 'log', 'eko', 'rod', 'wszy', 'ości', 'zen', 'zek', 'pot', 'oso', 'ludzkie', 'drugi', 'noc', 'twierdz', 'do', 'grze', 'wat', 'dna']"
23,"['pracy', 'rozwoju', 'człowieka', 'życia', 'praca', 'osób', 'człowiek', 'stosunku', 'ludzi', 'produkcji', 'wartość', 'pracę', 'możliwości', 'społeczne', 'historii', 'społecznego', 'procesie', 'środków', 'hierarchii', 'osiągnięcia', 'znaczenia', 'ludzie', 'swojej', 'takiego', 'sił', 'swej', 'twa', 'dni', 'sens', 'swoich', 'rząd', 'kiego', 'aktywność', 'dział', 'proces', 'pro', 'dalszej', 'ala', 'woje', 'czynniki', 'celów', 'miejsca', 'wolności', 'filozofii', 'systemu', 'kul', 'działanie', 'aktyw', 'war', 'kie', 'owi', 'natury', 'królestwa', 'akt', 'system', 'kan', 'indywidualnego', 'cel', 'owa', 'cze', 'realizowanie', 'owe', 'praw', 'wyzna', 'wprowadzenie', 'zasadni', 'systemie', 'prac', 'pop', 'zasad', 'kultu', 'zasadniczą', 'czynnik', 'ark', 'działaniem', 'rów', 'ludzkiego', 'waż', 'ata', 'asa', 'jednostka', 'kulturę', 'królestwo', 'krytykę', 'dalsze', 'ana', 'postaci', 'wynik', 'robotnik', 'listy', 'prowadzenie', 'wad', 'czyn', 'inte', 'nowa', 'akcję', 'taj', 'sad', 'udo', 'ludzki', 'filozofią', 'rea', 'dal', 'nat', 'sią', 'potencjalne', 'godności', 'wiek', 'zasadnicze', 'produkt', 'indy', 'ali', 'byt', 'kryty', 'era', 'wieka', 'indywidualne', 'posta', 'zło', 'intelektualne', 'kapitał', 'instrumentem', 'intelektualnej', 'ludzkości', 'swe', 'swoi', 'raca', 'ryty', 'atu', 'tycznym', 'stosu', 'sien', 'tyczny', 'men', 'tycz', 'kania', 'obi', 'liz', 'socjalisty', 'ego', 'znacz', 'intelektu', 'skuteczny', 'bud', 'noś', 'mowa', 'real', 'czas', 'aty', 'doby', 'go', 'ski', 'soc', 'wow', 'akty', 'mieści', 'list', 'ość', 'lud', 'socjalistyczny', 'wala', 'styczny', 'rod', 'osi', 'wszy', 'natur', 'liw', 'obiekt', 'ości', 'zen', 'zek', 'pot', 'prawdziwej', 'socjalistycznym', 'własności', 'alienacja', 'towar', 'występu', 'owego', 'podstawowa', 'eksploatacji', 'efekt', 'robotnika', 'zniesienie', 'klasyczną', 'potkania', 'ujęcie', 'zrealizowanie', 'porządku', 'satysfakcję', 'skutecznym', 'wolny', 'niebytem', 'wyższy', 'heglistą', 'ary', 'lny', 'obywa', 'robot', 'kry', 'ludzkie', 'staw', 'nom', 'tal', 'kultur', 'rodu', 'post', 'dual', 'kult', 'wyż', 'do', 'budowa', 'lis', 'ces', 'koś', 'wat', 'las']"
24,"['spraw', 'dnia', 'dniu', 'roli', 'pracę', 'sprawie', 'głos', 'swojej', 'swego', 'twa', 'dni', 'świat', 'wyk', 'woje', 'ora', 'światem', 'kie', 'owi', 'ziemi', 'ziem', 'owa', 'owe', 'praw', 'trze', 'prac', 'rów', 'ana', 'ucz', 'wyko', 'polu', 'czyn', 'wio', 'ule', 'nowa', 'taj', 'sprawiedliwości', 'siódmym', 'szabatu', 'żadnej', 'owo', 'syn', 'mądrości', 'świętości', 'słowem', 'zwierząt', 'błogosławiony', 'mym', 'wał', 'swe', 'atu', 'rawie', 'żad', 'alo', 'cha', 'pat', 'ego', 'aka', 'go', 'ski', 'atem', 'siódmy', 'rol', 'anal', 'twe', 'wierz', 'orze', 'mieści', 'log', 'zet', 'osi', 'wszy', 'liw', 'ości', 'zen', 'porów', 'bat', 'eta', 'egipskiej', 'niewolnikiem', 'byłeś', 'szabat', 'twych', 'wszelką', 'twego', 'córka', 'sługa', 'służąca', 'osioł', 'wół', 'niewolnik', 'niewolnica', 'przychówek', 'twej', 'miłosierdzia', 'któryś', 'stworzyłeś', 'stworzeniom', 'głosu', 'mieście', 'owoc', 'równa']"
25,"['kraju', 'spraw', 'narodu', 'rzecz', 'problem', 'państwa', 'wzrost', 'związku', 'trudności', 'dziedzinie', 'problemy', 'zadań', 'wzrostu', 'nowych', 'konieczność', 'lat', 'środowiska', 'ruch', 'władz', 'par', 'tezy', 'stosunek', 'niektórych', 'sprawach', 'zagadnień', 'sytuację', 'społeczną', 'twa', 'obecnej', 'dni', 'państw', 'władza', 'pań', 'ideologii', 'sprawa', 'realizacja', 'skali', 'socjalistycznej', 'świat', 'władzą', 'pro', 'stosunkach', 'gospodarki', 'rzeczą', 'wyk', 'związanych', 'środowisk', 'tez', 'trud', 'popa', 'zespół', 'pogląd', 'nowy', 'powinniśmy', 'ora', 'tyczne', 'socjalistyczne', 'war', 'kie', 'inwestycji', 'wania', 'owi', 'wierzący', 'kraj', 'kosztów', 'dodatkowych', 'owa', 'sprawą', 'owe', 'praw', 'wyzna', 'dań', 'ideologia', 'pop', 'stwierdzenie', 'kłopoty', 'pad', 'pokój', 'ark', 'waż', 'mienia', 'byłoby', 'koniec', 'zatrudnienia', 'poparcie', 'zagadnie', 'wierzącymi', 'stała', 'dziedzin', 'światowej', 'lepsze', 'światopogląd', 'listy', 'tyn', 'wyko', 'pil', 'dar', 'marksistami', 'ludowa', 'arki', 'tycznej', 'winni', 'prawa', 'najważniejszą', 'inflacji', 'wiązania', 'zanik', 'don', 'przodu', 'raj', 'zad', 'obywatelami', 'błędem', 'udo', 'inni', 'owo', 'rozwiązania', 'rea', 'maj', 'kontynuacji', 'związany', 'lam', 'wyznaniową', 'sumie', 'przypadki', 'dem', 'miejscowościach', 'ali', 'win', 'obywatel', 'gad', 'winniśmy', 'złą', 'nek', 'byś', 'fazie', 'ero', 'faz', 'poty', 'oda', 'cym', 'okr', 'dat', 'opar', 'stosu', 'wiska', 'owej', 'żad', 'twierdzenie', 'ideo', 'tycz', 'liz', 'gro', 'socjalisty', 'ego', 'poglądowość', 'elo', 'dodatkowy', 'obecne', 'lej', 'ochroną', 'uruchomienia', 'wyżywienia', 'groźbą', 'gotowość', 'wykonywania', 'tyki', 'realizacją', 'poparciem', 'najpilniejszą', 'mówienie', 'zaniku', 'kłopotów', 'bud', 'najpilniej', 'noś', 'znani', 'real', 'ros', 'środowi', 'go', 'ski', 'ideolo', 'atem', 'soc', 'koszt', 'wierz', 'lep', 'list', 'ość', 'oparci', 'lud', 'log', 'rod', 'ości', 'miejscowości', 'zen', 'doda', 'pot', 'kom', 'kra', 'najważniej', 'obywa', 'cnej', 'kos', 'styczne', 'pańs', 'żyw', 'związani', 'rodu', 'zin', 'aga', 'marksista', 'twierdz', 'wyż', 'do', 'nar', 'lis', 'wat', 'dna', 'ciem']"
26,"['dni', 'pro', 'war', 'owi', 'owa', 'waż', 'wad', 'owo', 'rangi', 'ole', 'mai', 'wzorca', 'bul', 'leg', 'ego', 'aka', 'ros', 'wiza', 'aty', 'go', 'tnie', 'prost', 'wow', 'swary', 'auli', 'noży', 'dum', 'ary', 'fiu', 'do', 'wat']"
